,Age_at_Marriage,Gender,Education_Level,Caste_Match,Religion,Urban_Rural,Marital_Satisfaction,Divorce_Status,Income_Level,Spouse_Working,Inter-Caste,Inter-Religion
347,29,Male,Graduate,Different,Hindu,Urban,Low,No,Low,Yes,Yes,Yes
348,35,Male,School,Different,Hindu,Rural,Medium,No,Middle,Yes,Yes,Yes
349,26,Female,Postgraduate,Different,Muslim,Rural,Low,No,Middle,Yes,Yes,No
350,27,Male,School,Same,Hindu,Rural,High,No,Low,No,Yes,No
351,23,Male,Graduate,Different,Hindu,Urban,Low,No,Middle,No,No,No
352,35,Male,Graduate,Same,Christian,Urban,Low,No,Middle,No,Yes,No
353,29,Female,Graduate,Same,Hindu,Urban,High,No,Low,Yes,Yes,Yes
354,19,Female,Postgraduate,Same,Muslim,Urban,Low,No,Middle,Yes,No,No
355,29,Female,PhD,Different,Hindu,Urban,High,No,Low,Yes,No,No
356,38,Male,Postgraduate,Same,Muslim,Urban,Medium,No,Middle,No,No,No
357,26,Male,Graduate,Same,Christian,Rural,Medium,No,High,No,No,No
358,35,Male,Graduate,Different,Hindu,Rural,Medium,No,Middle,Yes,No,Yes
359,29,Female,PhD,Same,Hindu,Urban,High,No,High,No,No,Yes
360,38,Male,School,Same,Hindu,Urban,Medium,No,Low,Yes,Yes,No
361,36,Female,Postgraduate,Same,Hindu,Urban,High,No,Middle,Yes,No,No
362,19,Male,Postgraduate,Same,Christian,Rural,Medium,No,Middle,No,No,Yes
363,19,Female,Graduate,Different,Christian,Urban,Medium,Yes,Low,Yes,No,No
364,23,Female,School,Same,Hindu,Urban,High,No,Low,Yes,No,Yes
365,20,Male,School,Different,Hindu,Urban,Low,No,Middle,Yes,No,No
366,34,Male,School,Different,Hindu,Urban,High,No,Low,Yes,Yes,No
367,23,Male,Postgraduate,Different,Christian,Urban,Low,No,Middle,No,Yes,No
368,36,Male,Graduate,Same,Muslim,Urban,Low,No,Low,No,No,No
369,24,Female,Postgraduate,Same,Muslim,Urban,Medium,No,Middle,No,No,No
370,34,Female,Graduate,Different,Hindu,Rural,Medium,No,High,No,No,No
371,18,Female,Graduate,Same,Others,Urban,Medium,No,Middle,Yes,No,No
372,25,Male,Postgraduate,Different,Muslim,Urban,Medium,No,Middle,No,No,No
373,24,Male,Graduate,Same,Muslim,Rural,Medium,No,Middle,No,No,No
374,26,Male,Postgraduate,Different,Hindu,Rural,Medium,No,Middle,No,No,No
375,25,Female,PhD,Same,Christian,Rural,Medium,No,High,No,No,No
376,18,Female,Postgraduate,Same,Hindu,Rural,Medium,No,Middle,No,No,Yes
377,30,Female,Postgraduate,Same,Hindu,Rural,Low,No,Low,No,No,No
378,27,Female,PhD,Same,Hindu,Urban,High,No,Middle,No,No,No
379,28,Male,Graduate,Different,Hindu,Rural,Low,No,Low,Yes,No,No
380,37,Female,Graduate,Different,Hindu,Urban,High,No,Low,Yes,No,No
381,24,Female,Graduate,Same,Others,Urban,Low,No,Middle,Yes,Yes,No
382,38,Female,Postgraduate,Same,Hindu,Urban,Medium,No,Middle,No,No,No
383,29,Female,School,Same,Hindu,Urban,Low,Yes,Middle,Yes,No,No
384,21,Female,Graduate,Different,Hindu,Urban,High,No,Middle,Yes,No,No
385,29,Female,Postgraduate,Different,Hindu,Rural,Low,No,Low,No,No,No
386,28,Female,Postgraduate,Same,Hindu,Urban,High,No,Middle,Yes,Yes,No
387,32,Male,School,Same,Hindu,Rural,High,No,Low,No,No,No
388,19,Female,Postgraduate,Different,Hindu,Rural,Medium,No,Middle,No,No,No
389,24,Female,School,Same,Hindu,Urban,Low,No,Low,No,No,No
390,33,Male,School,Same,Hindu,Urban,Medium,No,Middle,Yes,No,No
391,22,Male,Graduate,Different,Hindu,Rural,High,No,Middle,No,No,No
392,34,Female,School,Same,Hindu,Rural,High,No,Middle,Yes,No,No
393,28,Male,PhD,Different,Hindu,Rural,High,Yes,Middle,Yes,Yes,No
394,30,Male,Graduate,Different,Hindu,Rural,Low,No,High,Yes,No,No
395,18,Female,Graduate,Different,Muslim,Urban,Medium,No,Middle,No,No,No
396,30,Female,Graduate,Same,Hindu,Urban,Medium,No,Low,Yes,No,No
397,19,Male,Postgraduate,Different,Others,Rural,Medium,No,Low,Yes,Yes,Yes
398,30,Male,PhD,Same,Muslim,Urban,Medium,No,High,Yes,No,No
399,32,Female,Graduate,Same,Hindu,Urban,Medium,No,Middle,No,No,No
400,28,Female,School,Same,Sikh,Urban,Medium,No,Middle,No,No,No
401,35,Male,School,Same,Hindu,Urban,Medium,No,Middle,Yes,Yes,No
402,34,Male,Graduate,Same,Hindu,Rural,Low,No,High,No,Yes,No
403,24,Female,Graduate,Different,Muslim,Urban,Medium,No,High,Yes,Yes,Yes
404,35,Female,Postgraduate,Same,Hindu,Rural,Medium,No,Middle,No,No,No
405,25,Male,Graduate,Same,Hindu,Urban,High,No,Low,Yes,No,No
406,33,Male,Graduate,Different,Muslim,Urban,Low,No,Middle,No,No,No
407,30,Female,School,Different,Hindu,Urban,High,No,High,No,No,No
408,34,Male,Postgraduate,Same,Hindu,Urban,Medium,No,Middle,Yes,No,No
409,20,Female,School,Different,Hindu,Rural,Medium,No,Low,No,Yes,No
410,19,Male,PhD,Same,Muslim,Urban,Medium,No,Low,No,Yes,No
411,20,Female,PhD,Different,Muslim,Rural,Medium,No,Middle,No,No,No
412,35,Male,Graduate,Different,Christian,Rural,High,No,Low,No,No,No
413,19,Male,Graduate,Same,Sikh,Urban,High,No,Middle,No,No,No
414,35,Female,Postgraduate,Different,Muslim,Urban,Medium,No,Middle,Yes,Yes,No
415,19,Male,PhD,Different,Muslim,Rural,High,No,Middle,No,No,No
416,22,Female,Graduate,Same,Muslim,Urban,Low,No,Middle,Yes,Yes,No
417,24,Female,Graduate,Same,Hindu,Urban,High,No,Middle,Yes,Yes,No
418,29,Female,Graduate,Different,Christian,Rural,Medium,Yes,High,Yes,No,No
419,37,Male,Postgraduate,Different,Hindu,Rural,High,No,Middle,Yes,No,Yes
420,24,Female,Graduate,Same,Sikh,Urban,Medium,Yes,Middle,No,Yes,No
421,34,Male,Postgraduate,Same,Hindu,Rural,Medium,No,High,No,Yes,No
422,38,Female,Graduate,Same,Hindu,Urban,Medium,No,Middle,Yes,No,No
423,26,Male,School,Different,Sikh,Rural,High,No,Middle,No,No,No
424,22,Female,Graduate,Different,Hindu,Urban,Medium,No,Low,Yes,No,No
425,19,Female,Graduate,Different,Muslim,Rural,Medium,No,High,Yes,Yes,No
426,25,Female,Postgraduate,Same,Muslim,Urban,High,No,Middle,No,No,Yes
427,33,Male,Graduate,Same,Christian,Rural,Medium,Yes,Middle,No,No,No
428,33,Female,Graduate,Same,Hindu,Urban,High,No,Middle,No,Yes,No
429,22,Male,Graduate,Same,Hindu,Urban,Medium,Yes,High,No,No,Yes
430,24,Female,Graduate,Different,Muslim,Rural,Low,No,High,Yes,No,No
431,32,Female,Graduate,Same,Christian,Urban,Medium,No,Middle,Yes,No,No
432,37,Male,School,Different,Christian,Urban,High,No,High,Yes,Yes,Yes
433,39,Female,PhD,Same,Hindu,Urban,High,No,Low,Yes,No,No
434,20,Male,School,Same,Sikh,Rural,Medium,No,Middle,Yes,No,No
435,28,Female,School,Same,Hindu,Rural,Medium,No,Middle,No,Yes,No
436,36,Female,Graduate,Same,Hindu,Rural,Medium,No,Low,No,No,Yes
437,35,Female,School,Same,Hindu,Rural,Medium,No,Middle,No,Yes,No
438,38,Female,Graduate,Same,Hindu,Urban,Low,No,Middle,No,No,No
439,18,Male,PhD,Different,Christian,Rural,Low,No,Middle,Yes,No,No
440,38,Female,Graduate,Same,Hindu,Urban,Medium,No,Middle,Yes,No,No
441,18,Male,School,Same,Hindu,Urban,High,No,Low,Yes,Yes,Yes
442,31,Male,Graduate,Same,Hindu,Rural,Medium,No,Middle,Yes,Yes,No
443,21,Male,Graduate,Same,Hindu,Urban,Medium,No,Low,No,No,No
444,22,Female,Graduate,Different,Hindu,Rural,Medium,No,Low,Yes,No,No
445,36,Female,Graduate,Same,Hindu,Urban,Medium,No,Middle,Yes,No,No
446,39,Male,Graduate,Different,Muslim,Urban,Low,No,Low,Yes,No,No
447,39,Female,Postgraduate,Same,Muslim,Rural,Medium,No,Middle,No,No,No
448,21,Male,Graduate,Same,Christian,Urban,Medium,No,High,Yes,No,No
449,26,Male,Postgraduate,Different,Hindu,Urban,Medium,No,Middle,Yes,Yes,No
450,23,Female,Graduate,Same,Hindu,Urban,Medium,No,Middle,Yes,No,Yes
451,32,Male,Postgraduate,Same,Hindu,Rural,Low,No,Low,Yes,No,No
452,22,Female,School,Same,Christian,Rural,High,No,High,Yes,No,No
453,36,Male,Postgraduate,Same,Hindu,Rural,Low,No,Low,No,Yes,No
454,33,Female,Graduate,Same,Sikh,Rural,High,No,Low,No,No,No
455,24,Female,School,Different,Muslim,Rural,Low,Yes,Middle,Yes,No,No
456,35,Male,Graduate,Same,Hindu,Rural,Low,No,Middle,Yes,No,No
457,37,Male,School,Different,Hindu,Urban,High,No,High,Yes,No,No
458,36,Female,School,Same,Christian,Urban,Medium,No,Middle,No,No,No
459,30,Male,PhD,Same,Hindu,Rural,High,No,High,No,Yes,Yes
460,39,Male,Graduate,Same,Muslim,Rural,Medium,No,Middle,No,No,No
461,19,Female,Graduate,Different,Hindu,Rural,High,No,Middle,Yes,Yes,No
462,22,Male,Graduate,Same,Hindu,Rural,Medium,No,Middle,Yes,No,No
463,23,Male,Postgraduate,Different,Hindu,Urban,High,Yes,Middle,No,Yes,No
464,23,Male,School,Same,Hindu,Urban,Medium,No,High,No,Yes,No
465,27,Male,Graduate,Same,Muslim,Rural,High,Yes,Middle,Yes,No,Yes
466,29,Female,School,Same,Hindu,Rural,Low,No,High,Yes,No,No
467,21,Male,Graduate,Same,Hindu,Rural,High,No,Low,No,Yes,No
468,24,Male,PhD,Same,Hindu,Rural,Medium,No,High,Yes,No,No
469,18,Male,PhD,Same,Muslim,Urban,Medium,Yes,Middle,Yes,Yes,Yes
470,33,Female,Postgraduate,Same,Hindu,Rural,Medium,No,Low,Yes,No,No
471,31,Female,Postgraduate,Different,Hindu,Urban,Medium,No,Middle,No,Yes,No
472,19,Female,School,Same,Hindu,Rural,High,No,Low,Yes,Yes,No
473,31,Male,Postgraduate,Same,Hindu,Rural,Medium,No,Middle,No,No,Yes
474,32,Female,School,Same,Hindu,Urban,High,No,Middle,No,No,No
475,32,Male,School,Different,Hindu,Urban,Low,No,Middle,No,Yes,No
476,22,Female,School,Different,Muslim,Urban,Medium,Yes,Low,No,Yes,No
477,35,Male,Graduate,Different,Sikh,Rural,Low,Yes,Middle,No,No,No
478,37,Female,Postgraduate,Different,Hindu,Rural,Medium,No,Middle,Yes,No,No
479,19,Female,Postgraduate,Same,Christian,Rural,High,No,Low,No,Yes,No
480,23,Male,Graduate,Different,Hindu,Rural,Medium,No,High,Yes,No,No
481,26,Female,School,Same,Christian,Urban,Low,No,Middle,Yes,No,No
482,28,Female,Graduate,Same,Hindu,Urban,High,No,Middle,Yes,Yes,No
483,35,Male,Graduate,Same,Hindu,Urban,Medium,No,Low,No,No,No
484,31,Male,Graduate,Different,Hindu,Urban,Low,No,High,Yes,No,Yes
485,35,Male,School,Different,Hindu,Urban,Low,No,Low,No,No,No
486,19,Male,School,Same,Christian,Urban,High,Yes,Middle,No,No,No
487,28,Male,School,Same,Hindu,Rural,Medium,Yes,Middle,No,No,Yes
488,26,Female,School,Different,Muslim,Rural,Medium,No,Middle,No,Yes,No
489,29,Female,School,Same,Others,Urban,Low,No,High,Yes,No,No
490,18,Female,School,Same,Muslim,Urban,High,No,Low,Yes,No,No
491,32,Male,Graduate,Same,Sikh,Rural,Low,No,Low,Yes,No,No
492,29,Male,PhD,Different,Muslim,Urban,Medium,Yes,Low,Yes,No,No
493,37,Male,School,Different,Hindu,Rural,Low,No,High,No,Yes,Yes
494,19,Male,Graduate,Same,Hindu,Urban,Medium,No,Low,Yes,Yes,No
495,27,Female,Graduate,Same,Hindu,Rural,High,No,Middle,Yes,No,No
496,27,Female,Postgraduate,Same,Hindu,Urban,Medium,No,Low,No,Yes,No
497,35,Female,Graduate,Different,Hindu,Rural,Medium,No,Middle,No,No,No
498,27,Female,PhD,Same,Hindu,Rural,High,No,Middle,Yes,No,No
499,21,Male,Graduate,Same,Hindu,Rural,Medium,No,Middle,Yes,Yes,Yes
500,24,Female,School,Different,Hindu,Urban,High,No,Middle,No,Yes,No
501,30,Female,Graduate,Same,Christian,Urban,High,No,High,No,No,No
502,22,Male,School,Same,Hindu,Rural,Medium,No,Low,Yes,Yes,No
503,33,Female,Postgraduate,Same,Hindu,Urban,Medium,No,Middle,Yes,No,No
504,22,Female,Graduate,Same,Christian,Rural,High,No,Middle,Yes,No,No
505,24,Male,Postgraduate,Same,Christian,Rural,High,No,High,No,No,No
506,31,Female,School,Different,Hindu,Rural,Medium,No,Middle,No,No,No
507,36,Male,Graduate,Same,Hindu,Urban,High,No,High,Yes,Yes,No
508,32,Male,Graduate,Same,Hindu,Urban,Low,Yes,Middle,Yes,Yes,Yes
509,35,Male,Graduate,Different,Muslim,Rural,Low,No,High,Yes,Yes,No
510,20,Female,School,Same,Sikh,Urban,High,No,Middle,No,No,No
511,18,Female,School,Same,Hindu,Urban,High,Yes,High,Yes,No,Yes
512,23,Male,PhD,Different,Sikh,Urban,Low,No,Middle,No,No,Yes
513,34,Female,School,Same,Hindu,Rural,Low,No,Middle,Yes,Yes,No
514,32,Male,Graduate,Same,Hindu,Rural,Medium,No,Middle,Yes,No,No
515,22,Male,PhD,Different,Christian,Urban,Medium,Yes,Low,No,Yes,No
516,31,Female,Graduate,Different,Hindu,Rural,Low,No,High,Yes,No,No
517,31,Female,Graduate,Different,Hindu,Rural,Low,No,Low,Yes,No,No
518,27,Female,Graduate,Different,Hindu,Rural,Medium,No,High,Yes,Yes,No
519,32,Male,Graduate,Same,Hindu,Urban,Medium,No,Middle,Yes,No,No
520,27,Female,Graduate,Same,Hindu,Urban,Medium,No,Middle,No,No,No
521,27,Male,School,Same,Hindu,Urban,Medium,No,High,No,No,Yes
522,37,Male,Postgraduate,Same,Muslim,Rural,High,No,Middle,Yes,Yes,No
523,21,Male,School,Same,Christian,Rural,Medium,No,Low,No,Yes,No
524,28,Female,School,Different,Hindu,Urban,High,No,Low,No,Yes,No
525,28,Male,Graduate,Different,Hindu,Urban,High,No,High,No,Yes,Yes
526,23,Male,School,Same,Hindu,Urban,Medium,Yes,Low,No,No,No
527,28,Female,School,Same,Hindu,Rural,Medium,No,Middle,Yes,No,No
528,36,Female,Postgraduate,Different,Hindu,Urban,Medium,Yes,High,Yes,No,No
529,28,Male,School,Different,Others,Urban,Medium,No,Middle,Yes,Yes,No
530,30,Female,Graduate,Same,Christian,Urban,Medium,No,Low,Yes,Yes,No
531,30,Female,PhD,Same,Hindu,Urban,High,No,Middle,No,No,No
532,28,Male,Graduate,Different,Hindu,Urban,Medium,Yes,Middle,Yes,No,No
533,22,Male,School,Same,Hindu,Urban,High,No,High,Yes,No,Yes
534,18,Male,Graduate,Same,Others,Rural,Medium,No,Middle,No,No,No
535,32,Female,Postgraduate,Same,Hindu,Rural,Medium,No,Middle,No,No,No
536,30,Female,Graduate,Different,Hindu,Urban,Low,No,Middle,No,No,No
537,27,Female,Graduate,Different,Hindu,Rural,Low,No,Low,No,Yes,Yes
538,38,Female,Graduate,Different,Hindu,Urban,Medium,No,Middle,No,No,No
539,31,Male,Graduate,Different,Hindu,Rural,Medium,No,Middle,No,No,No
540,32,Male,Graduate,Same,Hindu,Urban,High,No,Middle,Yes,Yes,No
541,24,Female,Postgraduate,Different,Hindu,Urban,Medium,No,Low,No,Yes,No
542,31,Male,Graduate,Same,Sikh,Rural,High,Yes,High,No,No,No
543,31,Female,Graduate,Different,Sikh,Urban,High,No,Middle,Yes,No,No
544,18,Female,Graduate,Different,Sikh,Urban,High,No,High,No,No,Yes
545,23,Male,Graduate,Same,Muslim,Urban,Medium,No,Low,No,No,No
546,22,Male,School,Same,Christian,Urban,Low,No,Middle,No,Yes,Yes
547,20,Male,Postgraduate,Same,Hindu,Rural,Medium,Yes,Low,No,No,No
548,26,Female,Postgraduate,Different,Muslim,Urban,High,No,Middle,Yes,No,Yes
549,38,Male,Graduate,Same,Hindu,Urban,Low,No,Middle,Yes,No,No
550,38,Male,School,Different,Hindu,Urban,Low,No,Low,Yes,Yes,Yes
551,18,Male,Graduate,Same,Hindu,Rural,Low,No,Middle,No,Yes,No
552,25,Female,Graduate,Same,Muslim,Urban,High,No,Middle,Yes,Yes,No
553,36,Male,Graduate,Same,Muslim,Urban,High,No,High,Yes,No,Yes
554,20,Female,PhD,Same,Muslim,Urban,Low,No,Middle,No,No,No
555,34,Male,Postgraduate,Same,Hindu,Urban,Medium,No,Middle,No,No,No
556,34,Female,Postgraduate,Same,Muslim,Rural,Low,No,Middle,Yes,No,No
557,29,Male,School,Same,Muslim,Rural,Medium,No,Middle,Yes,No,No
558,32,Male,Graduate,Same,Hindu,Urban,Low,No,Middle,Yes,No,No
559,20,Female,Graduate,Same,Hindu,Rural,High,No,Low,No,No,Yes
560,32,Female,School,Same,Hindu,Urban,Medium,No,Middle,No,No,Yes
561,29,Female,Graduate,Same,Others,Rural,Medium,No,Middle,No,No,No
562,22,Male,Graduate,Same,Hindu,Rural,High,No,Low,No,No,No
563,22,Female,School,Different,Sikh,Urban,Low,No,Middle,No,No,Yes
564,29,Male,School,Same,Muslim,Rural,Low,No,Middle,No,No,No
565,18,Male,Graduate,Same,Hindu,Rural,Low,No,High,Yes,Yes,No
566,33,Male,Postgraduate,Different,Hindu,Urban,High,No,Middle,No,Yes,No
567,22,Male,Postgraduate,Same,Hindu,Urban,Medium,Yes,Middle,No,Yes,No
568,28,Female,Graduate,Different,Hindu,Rural,Medium,No,Middle,No,No,Yes
569,19,Female,Postgraduate,Same,Hindu,Urban,High,No,Low,No,No,No
570,33,Female,Postgraduate,Different,Hindu,Rural,Low,No,High,No,Yes,No
571,21,Female,School,Different,Christian,Urban,Medium,No,High,No,No,No
572,26,Male,School,Same,Muslim,Rural,High,No,Middle,Yes,No,Yes
573,27,Male,Graduate,Same,Hindu,Urban,Medium,No,Middle,No,Yes,No
574,27,Female,Postgraduate,Same,Hindu,Urban,High,No,Middle,No,No,No
575,34,Female,Graduate,Same,Muslim,Rural,Medium,No,Middle,No,No,No
576,35,Male,PhD,Same,Hindu,Urban,Low,No,High,No,No,No
577,26,Female,Postgraduate,Same,Hindu,Rural,Low,Yes,Low,No,Yes,No
578,23,Female,Graduate,Same,Muslim,Rural,Medium,Yes,Middle,Yes,No,No
579,19,Male,School,Same,Hindu,Urban,High,No,High,Yes,No,No
580,31,Female,Graduate,Same,Hindu,Urban,Medium,No,Low,No,Yes,No
581,29,Male,School,Same,Hindu,Rural,Medium,No,Middle,Yes,No,No
582,23,Male,School,Same,Muslim,Urban,Medium,No,Middle,Yes,No,No
583,39,Male,Graduate,Same,Hindu,Urban,Low,No,Middle,Yes,No,No
584,36,Female,PhD,Same,Muslim,Rural,Medium,No,High,Yes,No,No
585,19,Female,Postgraduate,Same,Hindu,Urban,Low,No,Low,No,No,No
586,33,Male,Graduate,Same,Hindu,Urban,High,No,High,No,No,No
587,21,Male,Graduate,Same,Christian,Urban,Medium,Yes,Low,Yes,Yes,No
588,19,Female,School,Same,Hindu,Urban,High,No,Low,Yes,No,No
589,28,Male,Graduate,Same,Hindu,Rural,High,Yes,Middle,No,No,No
590,33,Female,Postgraduate,Same,Hindu,Urban,High,No,Middle,Yes,No,No
591,26,Female,Graduate,Different,Hindu,Urban,Medium,No,Middle,No,Yes,No
592,25,Male,Graduate,Same,Muslim,Rural,Medium,No,Middle,Yes,No,No
593,20,Male,Postgraduate,Different,Muslim,Urban,Low,No,Middle,Yes,No,Yes
594,23,Male,Graduate,Different,Hindu,Urban,Medium,No,Low,Yes,No,No
595,30,Male,Graduate,Different,Hindu,Rural,Medium,No,High,Yes,No,No
596,24,Female,Graduate,Different,Hindu,Urban,Medium,No,Low,Yes,Yes,No
597,20,Female,Postgraduate,Same,Muslim,Urban,Medium,No,Middle,Yes,No,No
598,37,Female,School,Same,Hindu,Urban,Low,No,Middle,No,Yes,Yes
599,19,Male,Graduate,Same,Muslim,Rural,Medium,No,Low,No,No,Yes
600,19,Male,Graduate,Same,Hindu,Urban,Medium,No,Middle,No,No,No
601,27,Male,PhD,Different,Muslim,Urban,Medium,No,Middle,No,No,No
602,38,Female,Graduate,Same,Christian,Urban,Medium,No,Middle,No,Yes,No
603,38,Female,School,Same,Hindu,Rural,Medium,No,Middle,Yes,Yes,No
604,32,Male,School,Different,Hindu,Rural,Medium,No,High,Yes,Yes,No
605,19,Female,Graduate,Same,Hindu,Urban,High,No,Middle,Yes,No,No
606,22,Male,School,Same,Hindu,Rural,Medium,Yes,High,Yes,Yes,Yes
607,31,Female,School,Same,Hindu,Rural,Low,No,Low,Yes,Yes,No
608,24,Female,Graduate,Different,Christian,Rural,High,No,Low,Yes,Yes,No
609,34,Male,Postgraduate,Same,Muslim,Urban,High,Yes,Low,Yes,No,No
610,28,Female,School,Same,Hindu,Urban,Medium,No,Low,Yes,No,No
611,23,Male,School,Different,Christian,Rural,Medium,No,High,No,No,No
612,31,Male,Postgraduate,Same,Christian,Rural,Medium,No,High,Yes,No,No
613,21,Male,Graduate,Same,Hindu,Rural,Low,No,Low,No,Yes,No
614,33,Male,Graduate,Same,Others,Urban,Medium,No,Low,Yes,Yes,Yes
615,27,Female,Graduate,Same,Hindu,Rural,Medium,No,Low,Yes,No,No
616,28,Female,School,Same,Hindu,Rural,Medium,No,Low,Yes,No,No
617,31,Male,Postgraduate,Different,Christian,Urban,Low,No,Low,Yes,Yes,No
618,24,Female,Graduate,Same,Hindu,Urban,Medium,No,Low,Yes,No,No
619,34,Female,School,Different,Hindu,Rural,Medium,No,Middle,No,Yes,Yes
620,20,Male,Graduate,Different,Muslim,Urban,Low,No,High,Yes,No,No
621,22,Female,Graduate,Different,Others,Urban,Medium,No,Middle,No,No,No
622,36,Female,Graduate,Same,Muslim,Rural,High,No,High,Yes,No,Yes
623,39,Female,Graduate,Same,Hindu,Rural,High,No,Middle,Yes,Yes,No
624,34,Male,Postgraduate,Same,Muslim,Urban,Low,No,Middle,No,Yes,No
625,22,Female,Postgraduate,Same,Others,Urban,Medium,No,Low,No,Yes,No
626,20,Male,Graduate,Same,Hindu,Rural,Medium,Yes,Low,Yes,Yes,Yes
627,38,Male,PhD,Same,Hindu,Rural,Low,No,Low,Yes,Yes,No
628,34,Female,Graduate,Different,Muslim,Urban,Medium,No,High,Yes,No,No
629,33,Female,Graduate,Same,Hindu,Urban,Medium,Yes,High,No,No,No
630,27,Male,Graduate,Same,Sikh,Urban,Medium,Yes,High,Yes,No,No
631,31,Male,Postgraduate,Different,Hindu,Rural,Medium,No,Middle,Yes,No,No
632,24,Female,Graduate,Same,Hindu,Urban,Medium,Yes,Low,No,No,No
633,23,Male,Postgraduate,Different,Christian,Rural,Medium,No,Middle,No,No,No
634,20,Female,Graduate,Different,Muslim,Urban,Medium,No,Low,No,No,No
635,32,Female,PhD,Same,Muslim,Rural,High,No,High,No,No,No
636,23,Female,Graduate,Same,Muslim,Rural,Medium,Yes,Middle,Yes,No,No
637,30,Male,Graduate,Different,Hindu,Urban,Medium,No,Low,No,No,No
638,30,Male,Graduate,Different,Hindu,Urban,Low,No,Middle,Yes,Yes,No
639,31,Male,Postgraduate,Different,Christian,Urban,Medium,No,Middle,No,Yes,Yes
640,24,Female,Graduate,Different,Muslim,Rural,High,No,High,No,No,No
641,37,Female,School,Same,Hindu,Rural,Low,No,High,Yes,No,No
642,31,Male,School,Different,Muslim,Urban,Medium,No,Low,No,No,Yes
643,21,Male,School,Different,Hindu,Urban,Low,No,Middle,No,No,No
644,36,Male,School,Same,Hindu,Urban,Medium,No,Middle,Yes,No,No
645,29,Female,Graduate,Same,Sikh,Urban,Medium,No,Middle,Yes,No,No
646,32,Male,Postgraduate,Different,Christian,Rural,High,No,High,Yes,No,Yes
647,18,Male,School,Different,Hindu,Rural,Medium,Yes,Middle,Yes,No,No
648,31,Male,School,Different,Hindu,Urban,High,No,Low,Yes,No,Yes
649,24,Male,School,Same,Hindu,Rural,Medium,No,High,Yes,No,No
650,39,Male,Graduate,Same,Muslim,Urban,High,No,Middle,No,Yes,No
651,33,Female,Graduate,Same,Hindu,Urban,Medium,No,Middle,No,No,Yes
652,34,Male,Graduate,Same,Hindu,Rural,Medium,No,Middle,No,Yes,No
653,37,Male,Graduate,Different,Sikh,Urban,Medium,Yes,Middle,Yes,Yes,No
654,20,Male,Graduate,Same,Muslim,Rural,Low,No,Middle,Yes,No,Yes
655,29,Female,School,Same,Hindu,Rural,Medium,No,Middle,No,No,Yes
656,34,Female,Graduate,Same,Muslim,Urban,Medium,No,Low,No,No,No
657,37,Female,School,Same,Hindu,Urban,Medium,No,Low,No,Yes,No
658,34,Female,School,Same,Hindu,Urban,High,No,Low,No,No,No
659,26,Male,School,Same,Muslim,Urban,Low,No,Low,No,Yes,No
660,31,Male,Graduate,Same,Hindu,Urban,Medium,No,Middle,No,No,No
661,36,Male,Graduate,Different,Sikh,Rural,High,No,Low,Yes,No,No
662,31,Female,School,Same,Christian,Rural,High,No,Low,Yes,No,No
663,30,Male,School,Same,Hindu,Urban,Medium,No,Low,No,No,Yes
664,22,Female,Graduate,Same,Others,Rural,High,No,Middle,No,Yes,No
665,29,Female,Graduate,Same,Hindu,Rural,Low,No,Low,Yes,No,No
666,30,Male,School,Same,Hindu,Rural,Medium,No,Middle,No,No,No
667,36,Female,School,Same,Others,Urban,Low,Yes,Middle,No,No,No
668,27,Male,Graduate,Same,Hindu,Rural,Medium,No,Middle,No,No,No
669,26,Female,School,Different,Hindu,Rural,Medium,No,High,No,Yes,Yes
670,21,Male,PhD,Same,Hindu,Urban,Medium,No,High,Yes,No,Yes
671,30,Male,Graduate,Same,Hindu,Rural,Medium,No,Low,No,No,No
672,28,Female,School,Different,Hindu,Urban,Medium,No,Low,Yes,No,No
673,29,Female,Graduate,Same,Muslim,Urban,Medium,No,High,No,Yes,No
674,31,Male,Postgraduate,Same,Hindu,Urban,High,No,Middle,Yes,No,No
675,29,Male,School,Same,Hindu,Rural,Low,No,High,No,No,No
676,29,Female,School,Same,Hindu,Rural,Medium,No,Low,No,No,No
677,33,Male,Postgraduate,Same,Muslim,Rural,Medium,No,Middle,No,No,No
678,23,Male,Postgraduate,Different,Hindu,Rural,Medium,No,Middle,Yes,No,No
679,33,Male,School,Same,Hindu,Urban,High,No,Middle,Yes,No,No
680,38,Male,School,Same,Others,Rural,Medium,No,Middle,No,No,No
681,32,Male,Graduate,Same,Hindu,Urban,Low,No,Low,Yes,No,No
682,24,Male,School,Same,Muslim,Urban,Medium,No,Middle,Yes,Yes,No
683,26,Male,Graduate,Same,Muslim,Urban,Medium,No,Middle,Yes,No,No
684,33,Male,Graduate,Different,Hindu,Rural,High,Yes,Low,No,No,No
685,37,Male,School,Same,Hindu,Rural,Medium,No,Low,No,Yes,No
686,29,Female,Graduate,Different,Muslim,Urban,Medium,No,Middle,No,Yes,No
