Husband_age,Husband's Education Level,Husband Occupation_(grouped),Husband Ethnicity,Husband Religion,Wife's_current_age,Wife's height(centimeters),Wife's Education Level,Wife's_occupation_(grouped),Wife's Ethnicity,Wife's Religion,residence,State,Husband_partner_jealous_if_Wife_talks_with_other_men,Husband_partner_insists_on_knowing_where_Wife_is,Ever_been_humiliated_by_husband_partner,Ever_been_insulted_or_made_to_feel_bad_by_husband_partner,"Ever_been_pushed,_shook_or_had_something_thrown_by_husband_partner",Ever_been_slapped_by_husband_partner,Person_who_usually_decides_on_Wife's_health_care,Person_who_usually_decides_on_large_household_purchases,"Wife_afraid_of_husband_partner_most_of_the_time,_sometimes_or_never"
52,Secondary or below,Services / household and domestic,Caste,Muslim,47,154.6,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
44,Secondary or below,Skilled and unskilled manual,No caste / tribe,Muslim,44,156.6,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Husband/partner alone,Husband/partner alone,
28,Graduate (B.Tech/B.Sc/BA),Agricultural,No caste / tribe,Muslim,27,147.0,Secondary or below,Not working,No caste / tribe,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
38,Graduate (B.Tech/B.Sc/BA),Sales,No caste / tribe,Muslim,33,159.9,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,No caste / tribe,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
41,Secondary or below,Skilled and unskilled manual,Caste,Muslim,39,156.2,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
35,Secondary or below,Skilled and unskilled manual,Caste,Muslim,34,164.8,Secondary or below,Services / household and domestic,No caste / tribe,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
37,Secondary or below,Skilled and unskilled manual,Caste,Muslim,36,161.5,Secondary or below,Services / household and domestic,No caste / tribe,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
35,Post-Graduate (MBA/MA),Services / household and domestic,Caste,Muslim,34,157.9,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Husband/partner alone,Husband/partner alone,
42,Secondary or below,Other,Caste,Muslim,40,153.7,Secondary or below,Skilled and unskilled manual,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
42,Secondary or below,Not working,Caste,Muslim,40,153.8,Secondary or below,Agricultural,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Husband/partner alone,Respondent and husband/partner,
29,Graduate (B.Tech/B.Sc/BA),Skilled and unskilled manual,Caste,Muslim,28,157.2,Higher Secondary,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
36,Post-Graduate (MBA/MA),Services / household and domestic,Caste,Muslim,29,161.8,Secondary or below,Not working,Tribe,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
54,Graduate (B.Tech/B.Sc/BA),Skilled and unskilled manual,Caste,Muslim,48,156.1,Secondary or below,Not working,No caste / tribe,Muslim,Urban,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
27,Secondary or below,Skilled and unskilled manual,Caste,Muslim,27,155.2,Secondary or below,Not working,No caste / tribe,Muslim,Urban,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
50,Secondary or below,Agricultural,Caste,Muslim,45,153.7,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
40,Secondary or below,Professional / technical / managerial,Caste,Muslim,38,149.1,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
31,Higher Secondary,Professional / technical / managerial,Caste,Muslim,28,150.7,Higher Secondary,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Husband/partner alone,
29,Secondary or below,Sales,Caste,Muslim,27,156.9,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Husband/partner alone,Respondent and husband/partner,
30,Secondary or below,Skilled and unskilled manual,Caste,Muslim,29,142.8,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Husband/partner alone,Respondent and husband/partner,
38,Higher Secondary,Services / household and domestic,Caste,Muslim,39,149.4,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Husband/partner alone,Respondent and husband/partner,
52,Higher Secondary,Agricultural,Caste,Muslim,48,158.3,Secondary or below,Agricultural,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
48,Secondary or below,Sales,Caste,Muslim,45,169.3,Secondary or below,Agricultural,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
46,Higher Secondary,Agricultural,No caste / tribe,Muslim,38,154.2,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
46,Secondary or below,Agricultural,Caste,Muslim,44,167.0,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent alone,Husband/partner alone,
51,Post-Graduate (MBA/MA),Sales,Caste,Muslim,47,159.4,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
39,Graduate (B.Tech/B.Sc/BA),Clerical,Caste,Muslim,39,154.7,Higher Secondary,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
29,Graduate (B.Tech/B.Sc/BA),Clerical,Caste,Muslim,27,155.7,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
26,Higher Secondary,Agricultural,Caste,Muslim,25,157.3,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
43,Secondary or below,Services / household and domestic,Caste,Muslim,41,160.2,Secondary or below,Not working,Caste,Muslim,Urban,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
27,Higher Secondary,Agricultural,Caste,Muslim,26,155.1,Secondary or below,Agricultural,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Husband/partner alone,
35,Secondary or below,Agricultural,Caste,Muslim,32,159.8,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
38,Secondary or below,Agricultural,Caste,Muslim,35,169.3,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
26,Higher Secondary,Services / household and domestic,Caste,Muslim,27,160.3,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
45,Graduate (B.Tech/B.Sc/BA),Clerical,Caste,Muslim,43,174.1,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Husband/partner alone,Husband/partner alone,
40,Secondary or below,Sales,Caste,Muslim,39,152.0,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
31,Secondary or below,Skilled and unskilled manual,Caste,Muslim,29,152.8,Secondary or below,Skilled and unskilled manual,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
30,Secondary or below,Agricultural,Caste,Muslim,26,160.2,Secondary or below,Agricultural,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
48,Secondary or below,Agricultural,Caste,Muslim,45,157.4,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
51,Secondary or below,Agricultural,Caste,Muslim,49,150.3,Secondary or below,Skilled and unskilled manual,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
38,Post-Graduate (MBA/MA),Clerical,Caste,Muslim,32,160.1,Post-Graduate (MBA/MA),Not working,Caste,Muslim,Urban,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
42,Secondary or below,Sales,Caste,Muslim,40,156.4,Secondary or below,Services / household and domestic,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
33,Higher Secondary,Sales,Caste,Muslim,31,155.2,Secondary or below,Services / household and domestic,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
48,Secondary or below,Agricultural,Caste,Muslim,41,161.0,Secondary or below,Agricultural,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
15,Secondary or below,Agricultural,Caste,Muslim,43,154.2,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Husband/partner alone,Respondent alone,
15,Secondary or below,Agricultural,Caste,Muslim,43,158.7,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Husband/partner alone,Husband/partner alone,
50,Secondary or below,Skilled and unskilled manual,Caste,Muslim,48,150.1,Secondary or below,Sales,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
30,Secondary or below,Agricultural,Caste,Muslim,25,147.7,Secondary or below,Not working,No caste / tribe,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
47,Secondary or below,Clerical,Caste,Muslim,43,157.9,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
34,Graduate (B.Tech/B.Sc/BA),Sales,No caste / tribe,Muslim,32,158.9,Secondary or below,Not working,No caste / tribe,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
34,Graduate (B.Tech/B.Sc/BA),Agricultural,Caste,Muslim,32,154.7,Secondary or below,Not working,No caste / tribe,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
95,Higher Secondary,Sales,Caste,Muslim,35,159.3,Higher Secondary,Not working,Don't know,Muslim,Urban,Jammu & Kashmir,,,,,,,Husband/partner alone,Husband/partner alone,
32,Higher Secondary,Agricultural,Caste,Muslim,30,160.4,Higher Secondary,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Husband/partner alone,Respondent and husband/partner,
35,Higher Secondary,Not working,Caste,Muslim,33,162.3,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
45,Secondary or below,Skilled and unskilled manual,Caste,Muslim,40,152.3,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
30,Post-Graduate (MBA/MA),Clerical,Caste,Muslim,28,151.4,Post-Graduate (MBA/MA),Not working,No caste / tribe,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
32,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Muslim,30,155.3,Post-Graduate (MBA/MA),Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Husband/partner alone,
50,Secondary or below,Services / household and domestic,Caste,Muslim,49,162.1,Secondary or below,Not working,Caste,Muslim,Urban,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
32,Secondary or below,Services / household and domestic,Caste,Muslim,32,154.6,Secondary or below,Not working,Caste,Muslim,Urban,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
40,Secondary or below,Skilled and unskilled manual,Caste,Hindu,41,140.2,Secondary or below,Not working,No caste / tribe,Hindu,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
24,Secondary or below,Agricultural,Caste,Muslim,18,156.4,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
22,Secondary or below,Agricultural,Caste,Muslim,20,158.9,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
44,Secondary or below,Agricultural,Caste,Hindu,42,157.7,Secondary or below,Not working,No caste / tribe,Hindu,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
52,Secondary or below,Not working,Caste,Hindu,49,157.8,Secondary or below,Not working,Caste,Hindu,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
41,Secondary or below,Services / household and domestic,No caste / tribe,Muslim,37,167.3,Secondary or below,Not working,No caste / tribe,Muslim,Urban,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
33,Higher Secondary,Agricultural,Caste,Sikh,30,158.4,Secondary or below,Not working,Caste,Sikh,Rural,Jammu & Kashmir,,,,,,,Husband/partner alone,Respondent and husband/partner,
15,Secondary or below,Agricultural,Caste,Muslim,44,168.6,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Husband/partner alone,Husband/partner alone,
35,Higher Secondary,Agricultural,Caste,Muslim,31,158.6,Secondary or below,Services / household and domestic,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
38,Secondary or below,Other,Caste,Muslim,35,168.6,Secondary or below,Agricultural,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
48,Secondary or below,Services / household and domestic,Caste,Sikh,45,155.3,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Husband/partner alone,
46,Higher Secondary,Sales,Caste,Sikh,42,159.1,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Husband/partner alone,Respondent and husband/partner,
31,Secondary or below,Services / household and domestic,No caste / tribe,Hindu,26,164.2,Secondary or below,Not working,No caste / tribe,Hindu,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Someone else,
21,Secondary or below,Agricultural,No caste / tribe,Hindu,20,158.2,Secondary or below,Not working,No caste / tribe,Hindu,Rural,Jammu & Kashmir,,,,,,,Husband/partner alone,Husband/partner alone,
30,Higher Secondary,Sales,Don't know,Hindu,28,162.4,Secondary or below,Not working,No caste / tribe,Hindu,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent alone,
29,Secondary or below,Sales,No caste / tribe,Hindu,27,154.6,Higher Secondary,Not working,No caste / tribe,Hindu,Rural,Jammu & Kashmir,,,,,,,Other,Other,
15,Secondary or below,Not working,Caste,Muslim,34,156.8,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent alone,Husband/partner alone,
15,Secondary or below,Agricultural,Caste,Muslim,29,162.9,Secondary or below,Clerical,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Husband/partner alone,Husband/partner alone,
42,Secondary or below,Agricultural,Caste,Muslim,36,168.9,Secondary or below,Agricultural,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
52,Post-Graduate (MBA/MA),Professional / technical / managerial,Caste,Muslim,49,162.0,Higher Secondary,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
34,Secondary or below,Agricultural,No caste / tribe,Hindu,29,153.1,Secondary or below,Agricultural,No caste / tribe,Hindu,Urban,Jammu & Kashmir,,,,,,,Husband/partner alone,Husband/partner alone,
49,Secondary or below,Agricultural,Caste,Hindu,44,154.7,Secondary or below,Not working,Caste,Hindu,Urban,Jammu & Kashmir,,,,,,,Husband/partner alone,Husband/partner alone,
51,Secondary or below,Agricultural,Caste,Hindu,48,156.8,Secondary or below,Not working,Caste,Hindu,Rural,Jammu & Kashmir,,,,,,,Husband/partner alone,Husband/partner alone,
47,Secondary or below,Agricultural,Caste,Muslim,45,161.7,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
38,Secondary or below,Skilled and unskilled manual,Caste,Muslim,35,157.9,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Husband/partner alone,
28,Graduate (B.Tech/B.Sc/BA),Clerical,Caste,Muslim,24,149.9,Higher Secondary,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
31,Secondary or below,Clerical,Caste,Muslim,27,157.6,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Husband/partner alone,Respondent and husband/partner,
46,Secondary or below,Other,Caste,Muslim,42,168.2,Secondary or below,Agricultural,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
40,Higher Secondary,Services / household and domestic,Caste,Hindu,39,152.7,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Husband/partner alone,Husband/partner alone,
36,Secondary or below,Skilled and unskilled manual,Caste,Muslim,34,147.3,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Husband/partner alone,Husband/partner alone,
42,Higher Secondary,Agricultural,Caste,Muslim,39,160.5,Secondary or below,Agricultural,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
36,Higher Secondary,Services / household and domestic,Caste,Muslim,34,153.4,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,,,,,,,Respondent and husband/partner,Respondent and husband/partner,
